"Date","Police_ref","Easting","Northing","Severity","Road_cond","Visibility","Casualties","Pedestrian","Cycles","P2W","OAPs","Children","Manoeuvre","Time","Vehicles","Roadclass1","Roadnum1","Road_Type","Speed_Lim","Junct_det","Junct_ctrl","Roadclass2","Roadnum2","Cross_ctrl","Cross_fac","Weather","SpCond","Carr_haz","Day","Location","Local_Auth","ReportedAt","Parish"
20180117,18260234,519156,298929,"2. Serious","1. Dry","1. Daylight",2,1,0,0,1,0,"0. No turn","12:04",1,"6. Unclassified",0,"2. One way street",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","OUTSIDE NUMBER 8 PARK ROAD","E06000031","1. Yes",181
20180118,18261653,542542,250953,"3. Slight","2. Wet/Damp","4. Darkness: street lights present and lit",1,0,0,0,0,0,"0. No turn","05:35",1,"3. A",10,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","4. Fine with high winds",0,"0. None","5. Thursday","HIGH STREET A10","E07000012","1. Yes",109
20180118,18261684,550047,242503,"3. Slight","2. Wet/Damp","6. Darkness: no street lighting",1,0,0,0,0,0,"0. No turn","05:05",1,"1. Motorway",11,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","4. Fine with high winds",0,"0. None","5. Thursday","M11 NEAR JN WITH JUNCTION 9 A11","E07000012","1. Yes",127
20180118,18261703,520187,294612,"3. Slight","2. Wet/Damp","1. Daylight",2,0,0,0,0,0,"2. Right turn","08:43",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","BROADWAY FARCET","E07000011","2. No - accident was reported 'over the counter'",78
20180118,18261719,538980,309031,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","09:31",1,"4. B",1166,"6. Single carriageway",40,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","4. Fine with high winds",0,"0. None","5. Thursday","MAIN ROAD B1166","E07000010","1. Yes",179
20180118,18261737,545166,257317,"2. Serious","2. Wet/Damp","4. Darkness: street lights present and lit",1,0,1,0,0,0,"2. Right turn","17:20",2,"3. A",1134,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","4. Pelican, puffin, toucan etc.","2. Raining without high winds",0,"0. None","5. Thursday","TRUMPINGTON ROAD A1134 AT JN WITH BATEMAN STREET","E07000008","1. Yes",37
20180118,18266154,548920,247317,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","10:00",2,"3. A",505,"6. Single carriageway",50,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","BEFORE THE ROUNDABOUT BETWEEN DUXFORD AND HINXTON A505 NEAR JN WITH A1301","E07000012","2. No - accident was reported 'over the counter'",176
20180118,18265651,530919,308633,"3. Slight","1. Dry","1. Daylight",2,0,0,0,0,0,"0. No turn","08:29",2,"4. B",1167,"6. Single carriageway",60,"3. T & Stag Jct","4. Give way or Uncontrolled","4. B",1167,"0. None","0. None within 50m","4. Fine with high winds",0,"0. None","5. Thursday","FRENCH DROVE (B1167) AT JUNCTION WITH NEW CUT (B1167).","E06000031","1. Yes",0
20180118,18261700,549192,260895,"3. Slight","2. Wet/Damp","1. Daylight",3,0,0,0,0,0,"0. No turn","08:42",10,"3. A",14,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","A14 WESTBOUND CARRIAGEWAY.","E07000012","1. Yes",0
20180118,18260752,545534,257727,"3. Slight","2. Wet/Damp","4. Darkness: street lights present and lit",1,0,1,0,0,0,"0. No turn","18:36",2,"3. A",1307,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","4. Pelican, puffin, toucan etc.","2. Raining without high winds",0,"0. None","5. Thursday","9 HILLS ROAD A1307 NEAR JN WITH HARVEY ROAD","E07000008","1. Yes",37
20180119,18260888,518579,300578,"3. Slight","2. Wet/Damp","4. Darkness: street lights present and lit",1,1,0,0,0,0,"0. No turn","16:55",1,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","4. Pelican, puffin, toucan etc.","1. Fine without high winds",0,"0. None","6. Friday","LINCOLN ROAD NEAR JN WITH HARRIS STREET","E06000031","1. Yes",181
20180119,18261122,546252,260596,"3. Slight","1. Dry","4. Darkness: street lights present and lit",1,1,0,0,0,0,"0. No turn","17:27",1,"3. A",1309,"6. Single carriageway",30,"3. T & Stag Jct","2. Automatic traffic signal","6. Unclassified",0,"0. None","4. Pelican, puffin, toucan etc.","1. Fine without high winds",0,"0. None","6. Friday","MILTON ROAD A1134 NEAR JN WITH ASCHAM ROAD","E07000008","1. Yes",37
20180119,18261174,531405,268368,"3. Slight","1. Dry","1. Daylight",2,0,0,0,0,0,"0. No turn","15:45",4,"3. A",14,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","HUNTINGDON ROAD A14","E07000011","1. Yes",81
20180119,18261804,531125,270449,"3. Slight","4. Frost/Ice","1. Daylight",1,0,0,0,0,0,"0. No turn","08:50",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",4,"2. Other object in carriageway","6. Friday","LOW ROAD NEAR JN WITH HARRISON WAY A1046","E07000011","1. Yes",81
20180119,18261839,522296,278329,"3. Slight","4. Frost/Ice","1. Daylight",1,0,0,0,0,0,"0. No turn","12:08",1,"4. B",1090,"6. Single carriageway",40,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","8. Other",0,"0. None","6. Friday","STATION ROAD B1090","E07000011","1. Yes",2
20180119,18261904,525191,274823,"3. Slight","4. Frost/Ice","1. Daylight",1,0,0,0,0,0,"0. No turn","07:40",1,"6. Unclassified",0,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","KINGS RIPTON ROAD, HUNTINGDON","E07000011","1. Yes",126
20180119,18262837,519743,257082,"3. Slight","2. Wet/Damp","6. Darkness: no street lighting",1,0,0,0,0,0,"0. No turn","05:45",1,"4. B",1040,"6. Single carriageway",40,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","POTTON ROAD B1040","E07000011","1. Yes",1
20180119,18262949,520967,280109,"3. Slight","2. Wet/Damp","1. Daylight",1,0,0,0,0,0,"0. No turn","09:15",1,"4. B",1090,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","WALTON HILL B1090 NEAR JN WITH MONKSWOOD","E07000011","1. Yes",261
20180119,18264577,541888,275811,"2. Serious","4. Frost/Ice","1. Daylight",1,0,0,0,0,0,"0. No turn","15:22",1,"3. A",1198,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","9. Unknown",0,"0. None","6. Friday","HILL ROAD CAUSEWAY A1198 NEAR JN WITH LONG DROVE","E07000009","2. No - accident was reported 'over the counter'",103
20180119,18265424,511153,297065,"3. Slight","1. Dry","1. Daylight",2,0,0,0,2,0,"0. No turn","12:25",1,"3. A",1,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","MARKER POST 30/7 SOUTHBOUND CARRIAGEWAY A1","E07000011","1. Yes",237
20180119,18266274,535785,265525,"2. Serious","1. Dry","4. Darkness: street lights present and lit",3,0,0,0,1,1,"2. Right turn","19:22",2,"6. Unclassified",0,"1. Roundabout",40,"1. Roundabout","4. Give way or Uncontrolled","3. A",14,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","BOXWORTH ROAD AT JN WITH SWAVESEY SERVICES A14","E07000012","1. Yes",25
20180119,18268336,514037,264221,"2. Serious","4. Frost/Ice","1. Daylight",2,0,0,0,0,0,"0. No turn","08:53",2,"4. B",645,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","KIMBOLTON ROAD B645","E07000011","1. Yes",100
20180119,18268797,519017,267309,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","11:30",2,"3. A",1,"3. Dual carriageway",70,"5. Slip Road","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","GREAT NORTH ROAD BUCKDEN A1 AT JN WITH SHELL SERVICE STATION","E07000011","2. No - accident was reported 'over the counter'",30
20180119,18269902,538952,304279,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","10:50",2,"4. B",1187,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","GULL ROAD B1187 NEAR JN WITH GUYHIN","E07000010","1. Yes",254
20180119,18271969,507506,299805,"2. Serious","2. Wet/Damp","7. Darkness: street lighting unknown",1,0,0,0,0,0,"0. No turn","17:00",2,"3. A",1,"3. Dual carriageway",70,"5. Slip Road","4. Give way or Uncontrolled","3. A",47,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","GREAT NORTH ROAD A1 NEAR JN WITH WANSFORD SLIP ROAD A47","E06000031","1. Yes",233
20180119,18272217,555342,262836,"3. Slight","4. Frost/Ice","1. Daylight",1,0,0,1,1,0,"0. No turn","09:03",1,"4. B",1102,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","8. Other",0,"0. None","6. Friday","STATION ROAD","E07000009","1. Yes",213
20180119,18274696,521447,301582,"2. Serious","2. Wet/Damp","4. Darkness: street lights present and lit",1,0,0,0,1,0,"0. No turn","16:46",1,"3. A",1139,"3. Dual carriageway",40,"7. Junction - more than 4 arms (not a roundabout)","2. Automatic traffic signal","3. A",1139,"2. Other authorised person","4. Pelican, puffin, toucan etc.","1. Fine without high winds",0,"0. None","6. Friday","PARNWELL WAY AT JN WITH FRANK PERKINS WAY A1139","E06000031","1. Yes",76
20180119,18283697,523154,299425,"3. Slight","2. Wet/Damp","6. Darkness: no street lighting",5,0,0,0,0,0,"0. No turn","19:10",2,"5. C",52,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","PEARCES ROAD","E06000031","1. Yes",221
20180119,18260176,523503,272644,"3. Slight","1. Dry","4. Darkness: street lights present and lit",1,0,1,0,0,1,"1. Left turn","17:45",2,"5. C",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","6 ST PETERS RD","E07000011","2. No - accident was reported 'over the counter'",126
20180120,18261773,567238,266717,"3. Slight","2. Wet/Damp","1. Daylight",1,0,0,0,0,0,"0. No turn","15:32",3,"3. A",14,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","2. Raining without high winds",0,"0. None","7. Saturday","A14 NEAR JN WITH 1173A","E07000009","1. Yes",47
20180120,18261859,545836,258344,"3. Slight","2. Wet/Damp","4. Darkness: street lights present and lit",1,1,0,0,0,0,"0. No turn","16:30",1,"3. A",603,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","7. Saturday","EAST ROAD A603","E07000008","2. No - accident was reported 'over the counter'",37
20180120,18264990,528256,285813,"3. Slight","2. Wet/Damp","4. Darkness: street lights present and lit",1,0,0,0,1,0,"0. No turn","20:58",1,"4. B",1040,"1. Roundabout",30,"1. Roundabout","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","7. Saturday","ST MARY'S ROAD B1040 AT JN WITH NEIL WAY","E07000011","1. Yes",184
20180120,18265979,518914,300114,"3. Slight","1. Dry","4. Darkness: street lights present and lit",4,0,0,0,0,0,"0. No turn","02:47",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","7. Saturday","LINCOLN ROAD NEAR JN WITH CAMBRIDGE AVENUE","E06000031","1. Yes",181
20180120,18260829,516489,283637,"3. Slight","2. Wet/Damp","1. Daylight",1,0,1,0,0,0,"2. Right turn","16:30",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","2. Raining without high winds",0,"0. None","7. Saturday","GIDDING ROAD AT JN WITH DEERPARK ROAD","E07000011","1. Yes",0
20180120,18274503,520592,296294,"2. Serious","2. Wet/Damp","1. Daylight",1,1,0,0,0,1,"0. No turn","12:22",1,"3. A",605,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","4. Pelican, puffin, toucan etc.","2. Raining without high winds",0,"0. None","7. Saturday","WHITTLESEY ROAD A605 NEAR JN WITH PETERBOROUGH ROAD","E06000031","1. Yes",0
20180120,18261644,561051,271707,"3. Slight","2. Wet/Damp","1. Daylight",1,0,0,0,0,0,"3. Both left & right turns","14:38",2,"3. A",142,"1. Roundabout",30,"1. Roundabout","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","8. Central reservation","2. Raining without high winds",0,"0. None","7. Saturday","FORDHAM ROAD AT JUNCTION WITH A142.","E07000008","2. No - accident was reported 'over the counter'",0
20180120,18260784,546299,257836,"3. Slight","2. Wet/Damp","4. Darkness: street lights present and lit",1,0,0,1,0,0,"0. No turn","02:25",1,"5. C",280,"6. Single carriageway",30,"9. Other","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","8. Other",0,"0. None","7. Saturday","MILL ROAD NEAR JN WITH KINGSTON STREET","E07000008","1. Yes",37
20180121,18291768,545141,312741,"2. Serious","4. Frost/Ice","1. Daylight",3,0,0,0,0,1,"0. No turn","12:47",2,"3. A",1101,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","3. Snowing without high winds",0,"0. None","1. Sunday","LEVERINGTON A1101 NEAR JN WITH PARSONS DROVE A1101","E07000010","1. Yes",138
20180121,18265294,551486,259645,"3. Slight","4. Frost/Ice","4. Darkness: street lights present and lit",1,0,0,0,0,0,"0. No turn","03:13",1,"3. A",1303,"3. Dual carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","ROUNDABOUT A1303","E07000012","1. Yes",208
20180122,18262052,520469,302391,"3. Slight","1. Dry","1. Daylight",1,0,0,1,0,0,"1. Left turn","16:20",2,"6. Unclassified",0,"1. Roundabout",40,"1. Roundabout","4. Give way or Uncontrolled","3. A",47,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","WELLAND ROAD AT JN WITH SOKE PARKWAY A47","E06000031","1. Yes",181
20180123,18263257,546542,246626,"3. Slight","2. Wet/Damp","1. Daylight",1,0,0,1,0,0,"0. No turn","08:20",2,"1. Motorway",11,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","2. Raining without high winds",0,"0. None","3. Tuesday","JUNCTION 10 M11","E07000012","1. Yes",65
20180123,18277360,545018,256194,"3. Slight","2. Wet/Damp","1. Daylight",1,0,0,0,0,0,"0. No turn","13:49",2,"3. A",1134,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","TRUMPINGTON ROAD A1134 AT JN WITH BARROW ROAD","E07000008","1. Yes",37
20180123,18262333,520468,298939,"3. Slight","2. Wet/Damp","1. Daylight",1,0,0,0,0,0,"0. No turn","17:20",2,"3. A",1139,"1. Roundabout",70,"1. Roundabout","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","2. Raining without high winds",0,"0. None","3. Tuesday","FRANK PERKINS PARKWAY A1139 NEAR JN WITH BOONGATE ROUNDABOUT","E06000031","2. No - accident was reported 'over the counter'",181
20180124,18264301,553080,278854,"3. Slight","1. Dry","4. Darkness: street lights present and lit",1,0,0,0,0,0,"0. No turn","22:16",2,"3. A",10,"1. Roundabout",60,"1. Roundabout","4. Give way or Uncontrolled","3. A",142,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","CAMBRIDGE ROAD A10 AT JN WITH ANGEL DROVE A142","E07000009","1. Yes",73
20180124,18264516,541033,264246,"3. Slight","2. Wet/Damp","4. Darkness: street lights present and lit",2,0,0,0,0,0,"2. Right turn","19:25",2,"6. Unclassified",0,"6. Single carriageway",30,"6. Crossroads","2. Automatic traffic signal","6. Unclassified",0,"0. None","5. Ped. phase at traffic signal junction","1. Fine without high winds",0,"0. None","4. Wednesday","DRY DRAYTON ROAD AT JN WITH CAMBRIDGE ROAD","E07000012","1. Yes",166
20180124,18265606,544079,306838,"3. Slight","2. Wet/Damp","6. Darkness: no street lighting",2,0,0,0,0,0,"0. No turn","18:55",4,"3. A",47,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","SOUTH BRINK A47","E07000010","1. Yes",253
